app,content,cleaned_text,theme,subtheme,emotion,emotion_confidence
foodi,"Wrost app ever. I order 1 hour before but no rider pick it up. After I called him he said I called the wrong number. When asked to cancel the order, they cancel it without asking why. Who will compensate me for the 1 hour + time wasted. Very bad experience.",Wrost app ever I order 1 hour before but no rider pick it up After I called him he said I called the wrong number When asked to cancel the order they cancel it without asking why Who will compensate me for the 1 hour time wasted Very bad experience,App Usability & UX,Beautiful App Design,sadness,0.759025514125824
foodi,Good 😊😊😊 I don't know how to sundor and you 😘😙😚😙😙🙃😉😚😙,Good I don t know how to sundor and you,Delivery Service,No Live Tracking,sadness,0.4204098582267761
foodi,1 star because it doesn't even deliver in my area,1 star because it doesn t even deliver in my area,Delivery Service,No Live Tracking,neutral,0.4282462000846863
foodi,"Just one word, GREAT",Just one word GREAT,Food Quality & Availability,Food or Restaurant Unavailable,neutral,0.7512683868408203
foodi,Can't sign up with mail or phone. Loged in with gmail but also can not add the phone number. Such disappointing.,Can t sign up with mail or phone Loged in with gmail but also can not add the phone number Such disappointing,App Usability & UX,Beautiful App Design,sadness,0.8904635310173035
foodi,"You have horrible UI/UX. A cheap foodpanda I love your ads, they are quite cheap and go perfectly with your service. Your ad also indirectly targets Foodpanda, you should be sued for that then again why bother with something that can't even prose on ads! Your rider won't pick up, actually he turned off his phone. lol what a joke! You have live chat but wait I have to wait in que to chat with your customer care. Facebook should introduce negative reviews for services like this!",You have horrible UI UX A cheap foodpanda I love your ads they are quite cheap and go perfectly with your service Your ad also indirectly targets Foodpanda you should be sued for that then again why bother with something that can t even prose on ads! Your rider won t pick up actually he turned off his phone lol what a joke! You have live chat but wait I have to wait in que to chat with your customer care Facebook should introduce negative reviews for services like this!,Food Quality & Availability,Food or Restaurant Unavailable,surprise,0.41087639331817627
foodi,Buggy app. Bad user experience.,Buggy app Bad user experience,App Usability & UX,Beautiful App Design,sadness,0.725267767906189
foodi,One of the worst app I've ever used.I've ordered for food almost 2 hours before but still the estimated delivery time is showing 30-35 minutes.,One of the worst app I ve ever used I ve ordered for food almost 2 hours before but still the estimated delivery time is showing 30 35 minutes,Food Quality & Availability,Food or Restaurant Unavailable,disgust,0.9246495962142944
foodi,"It's the worst app ever.. the ordering process is too slow, and the delivery men ... omg, they don't even reply back. Not only that, I've ordered twice from here and every time they're so late. It took 1.5 hours to just pick up my order. That too, ami call korchi then he picked my order. Worst experience. Never using it again.",It s the worst app ever the ordering process is too slow and the delivery men omg they don t even reply back Not only that I ve ordered twice from here and every time they re so late It took 1 5 hours to just pick up my order That too ami call korchi then he picked my order Worst experience Never using it again,Delivery Service,No Live Tracking,surprise,0.4873868525028229
foodi,As I'm typing this it's been over an hour & my order isn't here yet To clarify the app kept saying it'll take 15-20 mins for the order to arrive. I won't make the mistake of ordering from here again. Keep your discounts to yourself thanks,As I m typing this it s been over an hour my order isn t here yet To clarify the app kept saying it ll take 15 20 mins for the order to arrive I won t make the mistake of ordering from here again Keep your discounts to yourself thanks,App Usability & UX,Beautiful App Design,neutral,0.5413281321525574
foodi,The worst experience I have faced. Please don't use this app. You will just waste your time and money i have ordered and didn't receive any response for 1 hour and the app just changed rided from one person to another and lastly they cancelled my order. I have called in their support number and no one received my call also,The worst experience I have faced Please don t use this app You will just waste your time and money i have ordered and didn t receive any response for 1 hour and the app just changed rided from one person to another and lastly they cancelled my order I have called in their support number and no one received my call also,App Usability & UX,Beautiful App Design,anger,0.6403760313987732
foodi,"Don't use their service. It's a scam! We ordered food with advance payment. After 1 hour, the delivery man said he went to home and didn't notice the order 😞 They didn't assign a new delivery man. We tried to reach through chat, email and phone. But I think there's no customer support. Their business strategy like ""customer paid the bill, we got our revenue and we don't care whether the customer gets their food or not"". I won't use that app again and luckily I have a large friend circle 😀",Don t use their service It s a scam! We ordered food with advance payment After 1 hour the delivery man said he went to home and didn t notice the order They didn t assign a new delivery man We tried to reach through chat email and phone But I think there s no customer support Their business strategy like customer paid the bill we got our revenue and we don t care whether the customer gets their food or not I won t use that app again and luckily I have a large friend circle,Delivery Service,No Live Tracking,sadness,0.4823645055294037
